,title,issues,price,deskripsi,size,img,status
193,HARTZ,Morbid Wound,Rp 99.000,Black and red enamel key chain,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/hartz-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/hartz-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/hartz-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/hartz-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/hartz-5-500x500.jpg']", in ready
194,BLAGE,Morbid Wound,Rp 129.000,Black wallets leather chains with black debossed and black snap button and rivet.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/blage-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blage-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blage-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blage-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blage-5-500x500.jpg']", in ready
195,THRUBER,Morbid Wound,Rp 39.000,Black and white rubber key chain,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/thruber-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/thruber-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/thruber-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/thruber-4-500x500.jpg']", in ready
196,ORBIT,Morbid Wound,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, white plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/orbit-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/orbit-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/orbit-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/orbit-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/orbit-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/0-ts-ss-size-chart-2023-2-500x500.jpg']",Out of Stock
197,BLODVE,Morbid Wound,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, red discharge ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/blodve-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blodve-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blodve-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blodve-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/blodve-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/0-ts-ss-size-chart-2023-2-500x500.jpg']", in ready
198,MATRIBAL,Morbid Wound,Rp 199.000,"Black 20s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, grey discharge ink screen print.","['M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/matribal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matribal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matribal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matribal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matribal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matribal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/0-ts-ls-size-chart-2023-1-500x500.jpg']", in ready
199,MITERAL,Morbid Wound,Rp 419.000,"Black and white cotton crewneck knitwear sweaters, woven patch.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/miteral-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/miteral-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/miteral-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/miteral-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/miteral-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/miteral-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/0-kw-size-chart-2023-500x500.jpg']", in ready
200,SS 51,Morbid Wound,Rp 239.000,Black eva sponge slide sandals with black debossed ink screen printing.,"['38', '39', '40', '41', '42', '43']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/ss-51-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ss-51-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ss-51-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ss-51-4-500x500.jpg']", in ready
201,WALKA,Morbid Wound,Rp 299.000,Black rubber and sponge walking sandal with black webbing and fastening tape.,"['37', '38', '39', '40', '40.5', '41', '42', '43']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/walka-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/walka-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/walka-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/walka-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/walka-5-500x500.jpg']", in ready
202,PLANTA AB,Morbid Wound,Rp 349.000,Black rubber and sponge walking sandal with black webbing and fastening tape.,"['37', '38', '39', '40', '40.5', '41', '42', '43']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/planta-ab-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/planta-ab-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/planta-ab-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/planta-ab-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/planta-ab-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/planta-ab-6-500x500.jpg']", in ready
203,WACARD 05,Morbid Wound,Rp 99.000,Black genuine leather wallets / card holder with silver and black ink debossed screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/wacard-05-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/wacard-05-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/wacard-05-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/wacard-05-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/wacard-05-3-500x500.jpg']", in ready
204,MATLET,Morbid Wound,Rp 249.000,Black leather wallets with silver chrome color metal patch. Free guitar pick inside.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/matlet-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matlet-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matlet-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matlet-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/matlet-5-500x500.jpg']",Out of Stock
205,STOFLY,Morbid Wound,Rp 249.000,Black leather wallets with white ink debossed screen print. Free guitar pick inside.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/stofly-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stofly-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stofly-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stofly-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stofly-5-500x500.jpg']", in ready
206,STEGOT,Morbid Wound,Rp 119.000,Black cotton canvas folded wallets with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/stegot-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stegot-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stegot-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stegot-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/stegot-5-500x500.jpg']",Out of Stock
207,FUELA,Morbid Wound,Rp 119.000,High density polyester tri-fold wallets with white ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/fuela-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/fuela-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/fuela-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/fuela-3-500x500.jpg']", in ready
208,LURKY,Morbid Wound,Rp 699.000,"Black plastic ABS luggage featuring an embossed logo, a telescopic trolley, silent-run wheels, and an anti-theft slider zipper, along with a 3-digit barrel padlock. It comes with a 4-month limited warranty.
-20-inch luggage/baggage/suitcase.
-Dimensions: 49x35x23 (cm).
-Net weight: 2.8 kg.
-Maximum capacity: 40 liters/9 kg.
-Made of black ABS plastic 1.5 mm thick.
-3-step telescopic aluminum trolley handle with PVC plastic trolley handle cover.
-4 pieces of silent-run & 360-degree TPU PVC wheels.
-Anti-theft slider zipper with 3-digit combination barrel padlock.
-2-point flexible rubber-plastic handle.
-Black polyester inner sleeve with black screen printing.
-Black flexible strap inside.
-YKK(R) Coil Zipper inside.
Lock Instructions:
The lock is set at the factory to open at 000. You can keep it as your own combination or set a new one by following these steps:
1.Pull the little red button to set your personal dial combination.
2.Turn the dials to your personal combination.
3.Release the button and test the combination to ensure that it works properly.
To reset the combination, repeat the instructions using the last combination you made.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/lurky-7-500x500.jpg']",Out of Stock
209,WARD,Saintnister,Rp 219.000,"Black nickel color metal casting drum key / rod drum tuner, with embossed logo. Suitable for common drum lugs.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/ward-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ward-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ward-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ward-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ward-5-500x500.jpg']", in ready
210,DROWN,Saintnister,Rp 219.000,"Silver color chrome metal casting drum key / rod drum tuner, with embossed logo. Suitable for common drum lugs.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/drown-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drown-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drown-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drown-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drown-5-500x500.jpg']", in ready
211,ROEDER,Saintnister,Rp 219.000,"Antique silver color chrome metal casting drum key / rod drum tuner, with embossed logo. Suitable for common drum lugs.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/roeder-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/roeder-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/roeder-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/roeder-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/roeder-5-500x500.jpg']", in ready
212,BRIGHTA,Saintnister,Rp 319.000,Black genuine leather belt with silver buckle and white debossed at ending tip.,"['S', 'M', 'L']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/brighta-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/brighta-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/brighta-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/brighta-4-500x500.jpg']", in ready
213,AMBUSH,Saintnister,Rp 319.000,Black genuine leather belt with matte black buckle and white debossed at ending tip.,"['S', 'M', 'L']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/ambush-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ambush-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ambush-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/ambush-4-500x500.jpg']", in ready
214,DROWNAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, multi color plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/drownal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drownal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drownal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drownal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/drownal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/0-ts-ss-size-chart-2023-1-500x500.jpg']",Out of Stock
215,PERSPECTAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, red discharge ink screen print",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/perspectal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/perspectal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/perspectal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/perspectal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/perspectal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/0-ts-ss-size-chart-2023-1-500x500.jpg']",Out of Stock
216,STROLA,Saintnister,Rp 319.000,Black polyester long track pants with black polyester striping.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/strola-7-500x500.jpg']",Out of Stock
217,NEUFAL,Saintnister,Rp 389.000,Black cotton twill slim fit chino long pants with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/neufal-8-500x500.jpg']",Out of Stock
218,VESEL,Saintnister,Rp 389.000,Black 4 way stretch polyester slimfit long pants with black embroidery.,"['28', '30', '32', '34', '36', '38']","['https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/02/vesel-8-500x500.jpg']", in ready
